Program,ess_identifier,Contract ID,Site Code,Site Description,ESA Code,ESA Name,State,specialist_site_type_code
DMS,911711209,0212844H,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,
DMS,474498509,0212793B,N687,AimBig Employment BURLEIGH HEADS,4GOC,QLD South and West,QLD,
DMS,713318019,0212858C,AC01,AimBig Employment MARYBOROUGH,4BEN,Regional Victoria,VIC,AALL
ESS,1197021809,0212883D,AE31,AimBig Employment TAMWORTH,4KEE,Northern NSW,NSW,
DMS,502989609,0212804K,MN97,AimBig Employment HYDE PARK,4TOW,QLD North,QLD,
ESS,780017019,0212881B,MK47,AimBig Employment THE ENTRANCE,4CEC,Central Coast NSW,NSW,
DMS,917965509,0212813A,AE41,AimBig Employment CESSNOCK,4HUT,Newcastle/Hunter,NSW,AALL
ESS,8977112019,0212879H,MK87,AimBig Employment CHERMSIDE,4NOB,QLD North,QLD,
ESS,652051509,0212900K,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,
DMS,674566309,0212858C,AC21,AimBig Employment BENDIGO,4BEN,Regional Victoria,VIC,AALL
DMS,959268509,0212804K,MN97,AimBig Employment HYDE PARK,4TOW,QLD North,QLD,
DMS,504170004,0212805A,MN97,AimBig Employment HYDE PARK,4TOW,QLD North,QLD,
ESS,724853409,0212884E,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,
ESS,8408261005,,NULL,NULL,4LIV,NULL,NULL,
ESS,921139209,0212902B,AA11,AimBig Employment INGLEBURN,4MAC,South Western Sydney,NSW,
ESS,522748109,0212892E,AC71,AimBig Employment ROSNY PARK,4HOB,Tasmania,TAS,
DMS,788260003,,NULL,NULL,4INS,NULL,NULL,
ESS,1066131003,0212882C,AE41,AimBig Employment CESSNOCK,4HUT,Newcastle/Hunter,NSW,
DMS,471640003,0212828H,AD31,AimBig Employment GLEN INNES,4NEE,Northern NSW,NSW,
DMS,923303003,0212847K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,
DMS,678973003,0212855K,NW67,AimBig Employment ROCKDALE,4SGS,South East Sydney,NSW,AALL
ESS,9054693109,0212883D,AE31,AimBig Employment TAMWORTH,4KEE,Northern NSW,NSW,
DMS,1090442119,0212846K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MENH
DMS,433401709,0212840D,MM27,AimBig Employment CAMPSIE,4CAB,South East Sydney,NSW,MUSK
ESS,933503209,0212895H,AB91,AimBig Employment CORIO,4GEE,South Victoria,VIC,
DMS,769528709,0212812K,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,
ESS,442793109,0212879H,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,
ESS,6240509,0212897K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,
DMS,700333809,0212868E,ML37,AimBig Employment DEVONPORT,4WNW,Tasmania,TAS,
ESS,542756109,0212899A,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,
DMS,1054217009,0212861J,AC51,AimBig Employment HOBART,4HOB,Tasmania,TAS,
ESS,699795409,0212885F,AE01,AimBig Employment SINGLETON,4UPH,Newcastle/Hunter,NSW,
DMS,945913003,0212845J,AA61,AimBig Employment DARLINGHURST,4INS,Eastern Sydney,NSW,
DMS,445751003,0212813A,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,
DMS,761396019,0212822B,MM87,AimBig Employment WERRIBEE,4WES,Western Victoria,VIC,
DMS,641598609,,NULL,NULL,4ORA,NULL,NULL,
DMS,1117558209,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,
ESS,48951509,,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,
DMS,955935007,0212877F,MN77,AimBig Employment TRARALGON,4LAV,Regional Victoria,VIC,
DMS,548723019,0212838K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,
ESS,758170509,0212898K,AB11,AimBig Employment PARRAMATTA,4CWS,Northern Sydney,NSW,
DMS,963166809,0212841E,AB11,AimBig Employment PARRAMATTA,4CWS,Northern Sydney,NSW,
DMS,493787003,,NULL,NULL,4INS,NULL,NULL,
DMS,51862109,0212861J,AC51,AimBig Employment HOBART,4HOB,Tasmania,TAS,AALL
ESS,739073509,0212898K,AB11,AimBig Employment PARRAMATTA,4CWS,Northern Sydney,NSW,
DMS,568498709,0212838K,AB41,AimBig Employment ROMA,4WDO,QLD South and West,QLD,
ESS,965598709,0212902B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,
ESS,710956909,0212904D,A991,AimBig Employment MIRANDA,4SGS,South East Sydney,NSW,
ESS,1113635009,0212904D,A981,AimBig Employment HURSTVILLE,4SGS,South East Sydney,NSW,AALL
ESS,455677809,0212889K,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,
ESS,9059492003,0212881B,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,
ESS,762328019,0212879H,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,
DMS,1145731004,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL
DMS,568304409,,NULL,NULL,4INS,NULL,NULL,
ESS,1159611019,0212900K,AA71,AimBig Employment MARRICKVILLE,4INS,Eastern Sydney,NSW,AALL
ESS,725810007,0212895H,AB91,AimBig Employment CORIO,4GEE,South Victoria,VIC,AALL
DMS,1185624909,0212848A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,
DMS,8621142019,0212845J,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,
DMS,571055019,0212846K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,
DMS,782428019,0212859D,ML67,AimBig Employment BALLARAT CENTRAL,4EUR,Regional Victoria,VIC,
DMS,565361003,0212813A,AE41,AimBig Employment CESSNOCK,4HUT,Newcastle/Hunter,NSW,AALL
DMS,1077841409,0212812K,MK47,AimBig Employment THE ENTRANCE,4CEC,Central Coast NSW,NSW,
ESS,721674609,0212899A,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,AALL
DMS,500626409,,NULL,NULL,4INS,NULL,NULL,
ESS,8604664809,0212882C,AE41,AimBig Employment CESSNOCK,4HUT,Newcastle/Hunter,NSW,AALL
DMS,976967809,0212816D,AE01,AimBig Employment SINGLETON,4UPH,Newcastle/Hunter,NSW,
ESS,842897009,0212881B,AE71,AimBig Employment WOY WOY,4CEC,Central Coast NSW,NSW,
ESS,1235331209,0212879H,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,
DMS,734170005,0212789F,MO87,AimBig Employment PROSPECT,4EAA,South Australia,SA,MENH
DMS,491880008,0212831C,MM67,AimBig Employment ROCKINGHAM,4CWM,Western Australia,WA,
DMS,8796789609,0212823C,MN17,AimBig Employment NEWPORT,4WES,Western Victoria,VIC,MUSK
DMS,1004435003,,NULL,NULL,4LIV,NULL,NULL,
ESS,727736509,0212887H,AD51,AimBig Employment COFFS HARBOUR,4COH,Northern NSW,NSW,
DMS,598551019,0212817E,AD71,AimBig Employment CRAIGIEBURN,4CAL,Northern Victoria,VIC,AALL
DMS,1002926009,0212846K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,
DMS,588923007,0212823C,MM87,AimBig Employment WERRIBEE,4WES,Western Victoria,VIC,
DMS,846203019,0212845J,AA61,AimBig Employment DARLINGHURST,4INS,Eastern Sydney,NSW,
DMS,539650809,0212794C,MO67,AimBig Employment SURFERS PARADISE,4GOC,QLD South and West,QLD,
DMS,8058548709,,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,
ESS,1289641019,0212879H,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,
DMS,539642409,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,
DMS,792033003,0212828H,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,
ESS,1071217709,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL
DMS,8608779909,0212861J,AC41,AimBig Employment HUONVILLE,4HOB,Tasmania,TAS,
DMS,843706003,0212816D,AE01,AimBig Employment SINGLETON,4UPH,Newcastle/Hunter,NSW,
ESS,587243509,0212881B,AE91,AimBig Employment GOSFORD,4CEC,Central Coast NSW,NSW,
ESS,1073932809,0212889K,AD31,AimBig Employment GLEN INNES,4NEE,Northern NSW,NSW,
DMS,743054509,0212812K,AE91,AimBig Employment GOSFORD,4CEC,Central Coast NSW,NSW,
DMS,550778019,0212822B,YA77,AimBig Employment Pty Ltd HOPPERS CROSSING,4WES,Western Victoria,VIC,MENH
ESS,1324923003,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,
ESS,746690007,0212879H,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,AALL
ESS,1329731909,0212883D,AE31,AimBig Employment TAMWORTH,4KEE,Northern NSW,NSW,
DMS,878604019,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,
ESS,1714504509,0212901A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,
DMS,1202141409,0212820K,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,
DMS,762423007,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,
ESS,1327401019,0212886G,AD71,AimBig Employment CRAIGIEBURN,4CAL,Northern Victoria,VIC,
ESS,813231709,0212892E,AC51,AimBig Employment HOBART,4HOB,Tasmania,TAS,
ESS,1114600809,0212881B,MK47,AimBig Employment THE ENTRANCE,4CEC,Central Coast NSW,NSW,
ESS,1813031003,0212898K,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,
DMS,865096003,0212845J,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL
ESS,1130094409,0212902B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,
DMS,1384891004,0212812K,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,
DMS,867552309,0212824D,MM77,AimBig Employment MELBOURNE,4YAR,Northern Victoria,VIC,
ESS,1499987109,0212897K,AB41,AimBig Employment ROMA,4WDO,QLD South and West,QLD,
DMS,771332109,0212850F,AA01,AimBig Employment PENRITH,4NEP,South Western Sydney,NSW,
DMS,1112967009,0212868E,ML37,AimBig Employment DEVONPORT,4WNW,Tasmania,TAS,
DMS,1521687509,0212822B,MN07,AimBig Employment SUNSHINE WEST,4WES,Western Victoria,VIC,
ESS,1126594004,0212879H,FU88,AimBig Employment STRATHPINE,4NOB,QLD North,QLD,AALL
ESS,819341003,0212881B,MK47,AimBig Employment THE ENTRANCE,4CEC,Central Coast NSW,NSW,
ESS,879227309,0212889K,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,
ESS,1409362409,0212879H,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,
ESS,899277609,0212901A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,
DMS,1835076609,0212841E,AB11,AimBig Employment PARRAMATTA,4CWS,Northern Sydney,NSW,
DMS,1410762007,0212823C,MM87,AimBig Employment WERRIBEE,4WES,Western Victoria,VIC,MUSK
DMS,891365003,0212845J,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL
DMS,1393863003,0212846K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,
DMS,1836634109,0212812K,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL
ESS,845971809,0212898K,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,
DMS,1161283409,0212848A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,
DMS,1162391809,0212844H,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,
DMS,896561004,0212794C,MO67,AimBig Employment SURFERS PARADISE,4GOC,QLD South and West,QLD,
DMS,1650722003,0212813A,AE41,AimBig Employment CESSNOCK,4HUT,Newcastle/Hunter,NSW,
ESS,898781019,0212887H,AD51,AimBig Employment COFFS HARBOUR,4COH,Northern NSW,NSW,
ESS,1322703119,0212888J,AD41,AimBig Employment PORT MACQUARIE,4HAS,Northern NSW,NSW,
DMS,851337019,0212834F,MM57,AimBig Employment JOONDALUP,4NOM,Western Australia,WA,
DMS,1264014109,0212845J,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,AALL
ESS,1898545909,0212904D,A981,AimBig Employment HURSTVILLE,4SGS,South East Sydney,NSW,
DMS,917218109,0212795D,MK87,AimBig Employment CHERMSIDE,4NOB,QLD North,QLD,
ESS,1440334909,0212882C,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,AALL
DMS,938874809,0212812K,AE61,AimBig Employment WYONG,4CEC,Central Coast NSW,NSW,
DMS,1215172709,0212855K,A991,AimBig Employment MIRANDA,4SGS,South East Sydney,NSW,
ESS,934717709,0212903C,AA01,AimBig Employment PENRITH,4NEP,South Western Sydney,NSW,
DMS,1684931003,0212831C,MM67,AimBig Employment ROCKINGHAM,4CWM,Western Australia,WA,
ESS,845241509,0212904D,A981,AimBig Employment HURSTVILLE,4SGS,South East Sydney,NSW,
DMS,1398030007,0212860H,ML67,AimBig Employment BALLARAT CENTRAL,4EUR,Regional Victoria,VIC,MUSK
ESS,1702531003,0212904D,A981,AimBig Employment HURSTVILLE,4SGS,South East Sydney,NSW,
DMS,1218692509,0212823C,MM87,AimBig Employment WERRIBEE,4WES,Western Victoria,VIC,
DMS,847951709,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,
DMS,1279233909,0212812K,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,
DMS,1422987019,0212820K,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,MENH
ESS,1678479209,0212885F,AE01,AimBig Employment SINGLETON,4UPH,Newcastle/Hunter,NSW,
ESS,837760609,0212882C,AE41,AimBig Employment CESSNOCK,4HUT,Newcastle/Hunter,NSW,AALL
DMS,1436641007,0212818F,MN47,AimBig Employment FRANKSTON,4PEN,South Victoria,VIC,
ESS,844938003,0212882C,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,
DMS,1458037709,0212840D,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,MUSK
DMS,1625949909,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,
DMS,1456160008,0212827G,AD41,AimBig Employment PORT MACQUARIE,4HAS,Northern NSW,NSW,
DMS,849759409,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,
DMS,1209361003,0212851G,NW87,AimBig Employment RYDE,4NOS,Northern Sydney,NSW,
DMS,960033007,,MN07,AimBig Employment SUNSHINE WEST,4WES,Western Victoria,VIC,
ESS,1629618909,0212879H,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,
ESS,1303133007,0212904D,A991,AimBig Employment MIRANDA,4SGS,South East Sydney,NSW,
DMS,916020003,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,
DMS,1438491609,0212812K,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,
DMS,864624409,0212839K,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,
DMS,1593231709,0212815C,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,
ESS,1330332119,0212891D,AC81,AimBig Employment TIWI,4DAR,Northern Territory,NT,
ESS,1519618209,0212883D,AE31,AimBig Employment TAMWORTH,4KEE,Northern NSW,NSW,
DMS,916979909,0212812K,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,
DMS,1954899909,0212847K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MUSK
DMS,1504135509,0212845J,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,
ESS,968675004,0212889K,AD31,AimBig Employment GLEN INNES,4NEE,Northern NSW,NSW,
ESS,861264809,0212881B,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,
DMS,1545702709,0212833E,MM57,AimBig Employment OSBORNE PARK,4NOM,Western Australia,WA,
ESS,1648787909,,AD71,AimBig Employment CRAIGIEBURN,4CAL,Northern Victoria,VIC,
DMS,1441912909,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,AALL
DMS,979969209,0212856A,ML77,AimBig Employment WOLLONGONG,4WOL,South East Sydney,NSW,
ESS,1924811109,0212889K,AD31,AimBig Employment GLEN INNES,4NEE,Northern NSW,NSW,
ESS,978281809,0212902B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,
DMS,1544503019,0212812K,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,
DMS,1262831809,0212800G,MO17,AimBig Employment ROCKHAMPTON CITY,4CAP,QLD North,QLD,MENH
ESS,1933456809,0212899A,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,
DMS,1564000004,0212805A,MN97,AimBig Employment AITKENVALE,4TOW,QLD North,QLD,MUSK
ESS,1576403509,0212881B,AE91,AimBig Employment GOSFORD,4CEC,Central Coast NSW,NSW,
DMS,2002575004,0212869F,ML37,AimBig Employment DEVONPORT,4WNW,Tasmania,TAS,
ESS,1578024309,0212883D,AE31,AimBig Employment TAMWORTH,4KEE,Northern NSW,NSW,
DMS,2325496109,0212823C,MM87,AimBig Employment WERRIBEE,4WES,Western Victoria,VIC,
ESS,1314474009,0212897K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,
ESS,2017370004,0212897K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,
DMS,2232562509,0212796E,MO47,AimBig Employment WOOLLOONGABBA,4SOB,QLD South and West,QLD,MENH
DMS,1581775809,0212841E,AB11,AimBig Employment PARRAMATTA,4CWS,Northern Sydney,NSW,
DMS,1708180008,0212833E,MM57,AimBig Employment JOONDALUP,4NOM,Western Australia,WA,
DMS,2161704119,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,
DMS,1284681019,0212846K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,
ESS,2580218019,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,
DMS,1650096209,0212815C,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,AALL
DMS,1475033509,0212812K,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,
DMS,1802931909,0212845J,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,
DMS,2255495409,0212855K,A991,AimBig Employment MIRANDA,4SGS,South East Sydney,NSW,
ESS,1595023509,0212883D,AE31,AimBig Employment TAMWORTH,4KEE,Northern NSW,NSW,
DMS,1806420005,0212790K,MO87,AimBig Employment PROSPECT,4EAA,South Australia,SA,
DMS,1613538809,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,
DMS,2303160005,,MO77,AimBig Employment MILE END,4WEA,South Australia,SA,
DMS,1992466003,0212812K,AE71,AimBig Employment WOY WOY,4CEC,Central Coast NSW,NSW,
DMS,2268066003,0212801H,MO17,AimBig Employment ROCKHAMPTON CITY,4CAP,QLD North,QLD,
DMS,1616713309,0212812K,AE71,AimBig Employment WOY WOY,4CEC,Central Coast NSW,NSW,
DMS,2031365003,0212813A,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,AALL
DMS,1355415709,0212845J,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,
DMS,2616764909,0212812K,MK47,AimBig Employment THE ENTRANCE,4CEC,Central Coast NSW,NSW,
ESS,1833325019,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,
ESS,1343399509,0212895H,AB91,AimBig Employment CORIO,4GEE,South Victoria,VIC,
ESS,2633786909,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,
DMS,2073460008,0212817E,AD71,AimBig Employment CRAIGIEBURN,4CAL,Northern Victoria,VIC,
DMS,1617535109,0212802J,MO07,AimBig Employment MACKAY,4MAK,QLD North,QLD,
DMS,2218565809,0212795D,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,
ESS,1459260005,,NULL,NULL,4DAR,NULL,NULL,
ESS,1764250008,0212897K,AB61,AimBig Employment CHINCHILLA,4WDO,QLD South and West,QLD,
DMS,2693644019,0212844H,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,
ESS,1651540003,0212889K,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,
ESS,2526918309,0212881B,AE91,AimBig Employment GOSFORD,4CEC,Central Coast NSW,NSW,
DMS,1697651003,0212838K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,
DMS,1651318609,0212793B,MO67,AimBig Employment SURFERS PARADISE,4GOC,QLD South and West,QLD,
ESS,2367141909,0212904D,A981,AimBig Employment HURSTVILLE,4SGS,South East Sydney,NSW,
DMS,2092298809,0212814B,AE21,AimBig Employment GUNNEDAH,4KEE,Northern NSW,NSW,
ESS,1657245109,0212898K,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,
DMS,1949667909,0212844H,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,AALL
ESS,2533720019,0212879H,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL
DMS,1277084909,0212823C,MM87,AimBig Employment WERRIBEE,4WES,Western Victoria,VIC,
ESS,2669428709,0212898K,AB21,AimBig Employment BAULKHAM HILLS,4CWS,Northern Sydney,NSW,
DMS,3194576003,0212845J,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,
DMS,1957585809,0212818F,MN47,AimBig Employment FRANKSTON,4PEN,South Victoria,VIC,
DMS,2257607003,0212812K,AE61,AimBig Employment WYONG,4CEC,Central Coast NSW,NSW,
DMS,1403098109,0212789F,MO87,AimBig Employment PROSPECT,4EAA,South Australia,SA,MENH
DMS,1956701008,0212834F,MM57,AimBig Employment OSBORNE PARK,4NOM,Western Australia,WA,
DMS,3198404019,0212872A,ML17,AimBig Employment ORANGE,4PAT,Northern NSW,NSW,
ESS,2687456809,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,
DMS,2111393509,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,
ESS,1686302309,0212902B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,
ESS,2701435609,0212881B,AE71,AimBig Employment WOY WOY,4CEC,Central Coast NSW,NSW,AALL
DMS,2083770609,0212812K,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,AALL
DMS,2874991709,0212798G,MO27,AimBig Employment CAIRNS CITY,4CAI,QLD North,QLD,
ESS,1380559109,0212897K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,
ESS,2879996909,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL
DMS,1790796709,0212789F,MO87,AimBig Employment PROSPECT,4EAA,South Australia,SA,
DMS,2377471004,0212838K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,
DMS,1694210509,,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,
ESS,1789319309,0212881B,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,
DMS,3435869909,0212869F,ML37,AimBig Employment DEVONPORT,4WNW,Tasmania,TAS,
ESS,2716556003,0212902B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,
DMS,1965310409,0212792A,MO77,AimBig Employment MILE END,4WEA,South Australia,SA,
DMS,1702185909,0212820K,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,
DMS,2430400609,0212812K,AE91,AimBig Employment GOSFORD,4CEC,Central Coast NSW,NSW,
ESS,3042303119,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,
ESS,1701831809,0212900K,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,
ESS,1725018509,0212884E,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,
DMS,2392881709,0212861J,AC61,AimBig Employment GLENORCHY,4HOB,Tasmania,TAS,AALL
ESS,3425440809,0212904D,A981,AimBig Employment HURSTVILLE,4SGS,South East Sydney,NSW,AALL
ESS,1762608809,0212904D,NW67,AimBig Employment ROCKDALE,4SGS,South East Sydney,NSW,
DMS,1736092909,0212823C,MM87,AimBig Employment WERRIBEE,4WES,Western Victoria,VIC,
DMS,2684442008,0212833E,MM57,AimBig Employment JOONDALUP,4NOM,Western Australia,WA,
DMS,2112760005,0212825E,MM77,AimBig Employment MELBOURNE,4YAR,Northern Victoria,VIC,MUSK
DMS,2910622019,0212840D,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,
ESS,1654839909,0212889K,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,
DMS,2759430019,0212795D,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,
ESS,1896144609,0212879H,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,
DMS,3168306509,0212845J,AA71,AimBig Employment MARRICKVILLE,4INS,Eastern Sydney,NSW,AALL
ESS,1658235609,0212889K,AD31,AimBig Employment GLEN INNES,4NEE,Northern NSW,NSW,AALL
ESS,2758041809,0212902B,AA11,AimBig Employment INGLEBURN,4MAC,South Western Sydney,NSW,
ESS,2020073119,0212892E,AC61,AimBig Employment GLENORCHY,4HOB,Tasmania,TAS,
DMS,3457456909,0212844H,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,
DMS,2416774509,0212838K,AB61,AimBig Employment CHINCHILLA,4WDO,QLD South and West,QLD,
DMS,2033856809,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL
ESS,1575264409,0212897K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,
DMS,3457033609,0212829J,AD11,AimBig Employment LISMORE,4RIC,Northern NSW,NSW,
DMS,1859930001,0212830B,AC91,AimBig Employment BERRIMAH,4DAR,Northern Territory,NT,
DMS,1446951019,0212820K,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,
DMS,2626182309,0212828H,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,
ESS,3821506409,0212892E,AC71,AimBig Employment ROSNY PARK,4HOB,Tasmania,TAS,
DMS,2138953209,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,
